0.036466,0.149095,0.234789,0.538489,0.041160
0.173629,0.164068,0.248712,0.364712,0.048879
0.158729,0.004475,0.032716,0.009129,0.794951
0.567131,0.250927,0.081146,0.080988,0.019808
0.072313,0.320016,0.472231,0.034058,0.101382
0.047605,0.356597,0.302640,0.186087,0.107070
0.049066,0.065002,0.026418,0.140598,0.718915
0.113759,0.025657,0.004520,0.086967,0.769097
0.009070,0.766227,0.001631,0.019248,0.203825
0.473758,0.012006,0.039443,0.465958,0.008835
0.069434,0.623963,0.266429,0.026149,0.014024
0.153093,0.283790,0.415744,0.101585,0.045788
0.053792,0.226527,0.354159,0.043012,0.322510
0.148233,0.125497,0.145721,0.177758,0.402792
0.089748,0.064517,0.172488,0.634797,0.038450
0.224459,0.330113,0.119647,0.146455,0.179326
0.142838,0.059254,0.248616,0.064697,0.484595
0.004253,0.019781,0.061379,0.895376,0.019210
0.041619,0.045889,0.445487,0.365197,0.101808
0.555488,0.171077,0.078939,0.104169,0.090327
0.016173,0.176139,0.025468,0.005251,0.776970
0.008625,0.487755,0.308224,0.052757,0.142639
0.250958,0.252803,0.234147,0.025762,0.236330
0.010523,0.297126,0.614895,0.010360,0.067096
0.045861,0.709033,0.038619,0.098810,0.107677
0.001442,0.004899,0.004199,0.001468,0.987992
0.239263,0.154273,0.113976,0.304941,0.187548
0.121074,0.087890,0.139628,0.142660,0.508747
0.008492,0.180761,0.163863,0.500928,0.145956
0.009735,0.878067,0.012623,0.084348,0.015226
0.374015,0.155305,0.103658,0.254062,0.112960
0.150111,0.065451,0.129088,0.587358,0.067992
0.206955,0.079013,0.560917,0.079322,0.073792
0.348819,0.141246,0.116469,0.372405,0.021061
0.011431,0.317840,0.493724,0.152650,0.024354
0.621614,0.037495,0.319355,0.002947,0.018589
0.929709,0.005009,0.028573,0.011222,0.025488
0.291813,0.041146,0.140561,0.346875,0.179605
0.073159,0.085720,0.556379,0.195498,0.089244
0.056488,0.153326,0.056682,0.014772,0.718732
0.832306,0.058895,0.019727,0.076964,0.012106
0.209613,0.292158,0.162452,0.124313,0.211464
0.028996,0.817724,0.041698,0.078207,0.033375
0.135870,0.088412,0.366102,0.029672,0.379943
0.301811,0.083158,0.147091,0.409317,0.058623
0.012913,0.007971,0.115434,0.084784,0.778897
0.009881,0.435826,0.094116,0.449002,0.011175
0.286155,0.153430,0.130214,0.201778,0.228422
0.291629,0.028206,0.226457,0.351772,0.101935
0.160276,0.709591,0.040942,0.052059,0.037133
0.076826,0.058105,0.284887,0.063816,0.516367
0.322903,0.251477,0.082444,0.256437,0.086739
0.102908,0.082447,0.212655,0.181649,0.420341
0.046758,0.211198,0.076640,0.223506,0.441898
0.019536,0.071321,0.031959,0.195201,0.681983
0.258705,0.109543,0.388362,0.159851,0.083539
0.021943,0.250510,0.140592,0.011745,0.575210
0.291410,0.081676,0.024279,0.027606,0.575028
0.015424,0.012712,0.094393,0.032037,0.845433
0.324175,0.139443,0.178329,0.346603,0.011450
0.076032,0.065576,0.622772,0.040007,0.195613
0.817858,0.063872,0.016727,0.039756,0.061786
0.078839,0.369566,0.102826,0.088468,0.360301
0.128652,0.203787,0.093392,0.316558,0.257611
0.100595,0.420224,0.160123,0.248004,0.071054
0.095682,0.144303,0.002751,0.750943,0.006322
0.214286,0.039177,0.525208,0.048472,0.172857
0.050365,0.757978,0.119113,0.001938,0.070606
0.102665,0.162147,0.107802,0.131825,0.495561
0.569922,0.043224,0.296539,0.030770,0.059544
0.034905,0.259428,0.459779,0.210502,0.035385
0.688344,0.006253,0.019037,0.120613,0.165752
0.039528,0.074210,0.626534,0.252094,0.007633
0.070370,0.528735,0.090976,0.291034,0.018884
0.080187,0.306640,0.032909,0.463705,0.116558
0.852478,0.009498,0.035255,0.036161,0.066608
0.558995,0.199705,0.086566,0.042271,0.112463
0.057124,0.070215,0.800410,0.065244,0.007007
0.328080,0.261313,0.218122,0.141381,0.051105
0.155868,0.126967,0.442295,0.148150,0.126720
0.011905,0.017287,0.261718,0.008525,0.700565
0.103604,0.024728,0.193746,0.372818,0.305104
0.175189,0.113553,0.075717,0.412127,0.223414
0.038047,0.066840,0.083836,0.066970,0.744307
0.367177,0.008962,0.592505,0.022512,0.008844
0.301089,0.136943,0.222769,0.179876,0.159323
0.159483,0.036787,0.152329,0.619627,0.031774
0.915893,0.020463,0.002744,0.057742,0.003158
0.128765,0.017805,0.368073,0.283177,0.202180
0.044580,0.801475,0.030760,0.068243,0.054942
0.363869,0.117556,0.332766,0.124164,0.061646
0.068123,0.074891,0.707088,0.034187,0.115711
0.037360,0.450712,0.028477,0.443291,0.040160
0.319885,0.117679,0.046627,0.477865,0.037944
0.078096,0.117695,0.069460,0.558756,0.175992
0.038930,0.058784,0.044808,0.202241,0.655238
0.014638,0.022495,0.016394,0.022103,0.924371
0.093850,0.127497,0.024351,0.016477,0.737826
0.068147,0.138470,0.249515,0.237857,0.306011
0.181250,0.523184,0.037660,0.020356,0.237551
0.057550,0.064705,0.628888,0.160931,0.087925
0.390116,0.086369,0.168773,0.239874,0.114868
0.133842,0.226785,0.148150,0.307567,0.183656
0.305853,0.068445,0.070756,0.196320,0.358627
0.116883,0.017984,0.143435,0.707220,0.014479
0.096907,0.545942,0.025804,0.041965,0.289382
0.154618,0.283278,0.253186,0.276445,0.032473
0.160092,0.118738,0.115310,0.396038,0.209821
0.015264,0.004628,0.013005,0.736914,0.230188
0.324273,0.382834,0.072214,0.135839,0.084840
0.040084,0.228872,0.403649,0.175825,0.151571
0.231795,0.032397,0.582731,0.054255,0.098821
0.018875,0.239109,0.139199,0.564837,0.037981
0.005411,0.208370,0.479532,0.019505,0.287182
0.292939,0.310616,0.029476,0.098940,0.268029
0.024498,0.030133,0.926490,0.009707,0.009172
0.041307,0.677823,0.021959,0.032391,0.226520
0.345893,0.093792,0.124740,0.062784,0.372791
0.086715,0.100004,0.032785,0.237102,0.543394
0.055762,0.106857,0.049403,0.746092,0.041887
0.023618,0.271224,0.282028,0.408550,0.014579
0.007445,0.960902,0.011804,0.007160,0.012689
0.444925,0.176289,0.042949,0.089165,0.246673
0.006147,0.284849,0.219042,0.437750,0.052212
0.089792,0.121065,0.260585,0.023561,0.504996
0.000577,0.001265,0.796466,0.034418,0.167275
0.037881,0.359232,0.027073,0.534291,0.041523
0.155710,0.227889,0.239292,0.179309,0.197800
0.011590,0.016249,0.140923,0.798381,0.032857
0.138562,0.286541,0.156705,0.254606,0.163585
0.649025,0.071760,0.043207,0.056133,0.179876
0.924864,0.055515,0.007048,0.005809,0.006764
0.049419,0.122016,0.760506,0.053318,0.014741
0.031907,0.328610,0.173165,0.012752,0.453565
0.012034,0.122552,0.005808,0.470708,0.388899
0.829917,0.015591,0.009559,0.091514,0.053419
0.282225,0.042902,0.369171,0.244007,0.061695
0.088806,0.065674,0.449455,0.202190,0.193875
0.236424,0.180566,0.187759,0.162492,0.232759
0.100418,0.026882,0.171402,0.687911,0.013386
0.006629,0.603194,0.250025,0.007324,0.132828
0.484674,0.203658,0.097621,0.073115,0.140932
0.114519,0.273379,0.271252,0.274181,0.066668
0.015556,0.099600,0.745170,0.095314,0.044359
0.050443,0.544698,0.041982,0.256921,0.105956
0.061211,0.734861,0.044565,0.139295,0.020067
0.043928,0.489682,0.071932,0.318778,0.075679
0.171999,0.194520,0.135532,0.340728,0.157220
0.000994,0.167766,0.077034,0.531082,0.223124
0.005223,0.152332,0.821091,0.007540,0.013814
0.159367,0.138325,0.184328,0.118895,0.399086
0.020434,0.128641,0.097674,0.731584,0.021667
0.033543,0.351756,0.057241,0.104030,0.453431
0.384426,0.075458,0.083280,0.368617,0.088219
0.459360,0.243934,0.038601,0.097327,0.160779
0.807886,0.015705,0.002824,0.002581,0.171004
0.056694,0.196534,0.124924,0.543443,0.078405
0.227791,0.049023,0.360647,0.224259,0.138280
0.189465,0.310702,0.099330,0.153996,0.246506
0.141028,0.050977,0.351100,0.395524,0.061371
0.023771,0.028673,0.476921,0.068783,0.401853
0.206321,0.026180,0.177859,0.082069,0.507572
0.240961,0.420532,0.193996,0.097810,0.046701
0.036110,0.002622,0.003669,0.942728,0.014870
0.100782,0.683030,0.074932,0.057172,0.084084
0.004224,0.006619,0.029405,0.013189,0.946563
0.377768,0.283489,0.012158,0.014625,0.311960
0.007534,0.155830,0.002739,0.731899,0.101997
0.199406,0.336890,0.101450,0.271493,0.090761
0.004874,0.001977,0.003450,0.010563,0.979136
0.080724,0.017889,0.061652,0.028420,0.811314
0.117284,0.078434,0.001855,0.796811,0.005616
0.053518,0.349664,0.402461,0.183901,0.010456
0.008196,0.008325,0.011535,0.067162,0.904783
0.060009,0.273980,0.225811,0.078650,0.361550
0.293802,0.178897,0.167403,0.179949,0.179949
0.107164,0.535786,0.077793,0.256352,0.022906
0.393400,0.246665,0.062002,0.163035,0.134897
0.120156,0.483300,0.111480,0.232712,0.052352
0.588984,0.264699,0.075174,0.011472,0.059671
0.124893,0.028389,0.689826,0.142406,0.014486
0.071071,0.016766,0.015415,0.015567,0.881181
0.020837,0.300130,0.106402,0.566495,0.006135
0.081368,0.281792,0.565565,0.028731,0.042544
0.216006,0.165617,0.432948,0.078079,0.107349
0.266244,0.159857,0.151202,0.368202,0.054495
0.006530,0.013076,0.004325,0.971053,0.005017
0.566669,0.121835,0.243246,0.019288,0.048962
0.465188,0.102388,0.317851,0.113888,0.000685
0.218929,0.019419,0.695325,0.046448,0.019880
0.369280,0.272423,0.082801,0.236801,0.038694
0.086376,0.164554,0.030858,0.081222,0.636990
0.001242,0.045316,0.178009,0.417945,0.357487
0.047034,0.156648,0.046760,0.067111,0.682446
0.653139,0.050168,0.095575,0.101541,0.099577
0.129241,0.266223,0.177690,0.075533,0.351313
0.068007,0.065658,0.491226,0.252923,0.122186
0.114110,0.077854,0.662776,0.125325,0.019936
0.061720,0.051670,0.053518,0.588733,0.244359
0.038167,0.038372,0.010951,0.904162,0.008347
0.023823,0.032690,0.723238,0.040604,0.179645
0.109969,0.498411,0.257753,0.016234,0.117634
0.119510,0.431634,0.194553,0.212841,0.041463
0.011088,0.199928,0.369885,0.184903,0.234196
0.864407,0.007171,0.013215,0.077853,0.037354
0.004599,0.037173,0.175556,0.100850,0.681822
0.528299,0.288356,0.108278,0.032830,0.042237
0.113421,0.184821,0.461925,0.169270,0.070562
0.335385,0.023183,0.479012,0.156656,0.005765
0.010802,0.007029,0.915227,0.002965,0.063977
0.056252,0.033721,0.573956,0.307228,0.028843
0.429996,0.167201,0.350867,0.020087,0.031849
0.076370,0.087837,0.593262,0.173621,0.068910
0.033844,0.821575,0.009995,0.095897,0.038689
0.776531,0.084774,0.033886,0.010788,0.094020
0.042396,0.450487,0.171655,0.176241,0.159221
0.178424,0.218610,0.046363,0.062511,0.494091
0.017216,0.162541,0.182527,0.023393,0.614323
0.122492,0.459579,0.144331,0.269119,0.004479
0.061898,0.016337,0.843700,0.030882,0.047182
0.055382,0.050501,0.325433,0.008580,0.560105
0.006151,0.117995,0.078449,0.710909,0.086496
0.131220,0.373265,0.381930,0.028199,0.085387
0.366896,0.452724,0.142665,0.029354,0.008361
0.066984,0.248996,0.455632,0.083363,0.145026
0.092985,0.083514,0.253254,0.480122,0.090124
0.077788,0.091836,0.208578,0.514222,0.107577
0.049794,0.217991,0.208009,0.340280,0.183926
0.643034,0.220067,0.007071,0.049853,0.079976
0.867437,0.047997,0.023667,0.030568,0.030330
0.149997,0.019570,0.720503,0.039421,0.070508
0.035369,0.196287,0.042414,0.078469,0.647461
0.091643,0.129111,0.533325,0.108616,0.137304
0.586592,0.086258,0.003072,0.029697,0.294381
0.262474,0.048116,0.401662,0.273329,0.014419
0.136656,0.045998,0.346840,0.027574,0.442932
0.003487,0.008266,0.001045,0.005244,0.981958
0.064781,0.190402,0.151210,0.357110,0.236497
0.128638,0.097767,0.506357,0.128011,0.139227
0.154136,0.200542,0.614703,0.024328,0.006291
0.635931,0.145758,0.125161,0.048348,0.044802
0.072367,0.054307,0.526436,0.053884,0.293006
0.014203,0.083791,0.859167,0.027780,0.015060
0.123371,0.073095,0.525020,0.186654,0.091861
0.080991,0.039174,0.035564,0.827828,0.016442
0.022078,0.040449,0.326579,0.013004,0.597890
0.149885,0.189843,0.280296,0.101318,0.278658
0.100132,0.077225,0.364129,0.030301,0.428212
0.002289,0.005019,0.009321,0.979054,0.004318
0.669258,0.259032,0.003204,0.004074,0.064432
0.365307,0.191753,0.119879,0.138655,0.184407
0.298558,0.127908,0.145222,0.276121,0.152191
0.019484,0.049754,0.143406,0.329383,0.457974
0.155552,0.252485,0.048899,0.369703,0.173361
0.016317,0.871962,0.040782,0.041102,0.029837
0.141624,0.013550,0.071554,0.286197,0.487075
0.042925,0.611856,0.036787,0.051576,0.256856
0.251055,0.175950,0.107137,0.356821,0.109037
0.018798,0.858789,0.047350,0.024855,0.050208
0.201169,0.093006,0.458237,0.047595,0.199993
0.750370,0.014815,0.028557,0.043205,0.163053
0.064423,0.129551,0.485886,0.283000,0.037140
0.906161,0.072305,0.005462,0.004164,0.011908
0.046155,0.007804,0.010119,0.224096,0.711827
0.900309,0.010857,0.012447,0.044911,0.031476
0.381156,0.125324,0.115454,0.219951,0.158115
0.035841,0.383358,0.010390,0.075285,0.495126
0.142262,0.122638,0.013629,0.199061,0.522410
0.443459,0.285342,0.032313,0.227161,0.011726
0.153643,0.051464,0.396578,0.303474,0.094842
0.033204,0.201817,0.492479,0.046917,0.225583
0.132399,0.111057,0.149443,0.286376,0.320726
0.013453,0.439014,0.081145,0.057981,0.408407
0.107673,0.135515,0.450012,0.139135,0.167665
0.212076,0.342222,0.373480,0.027068,0.045154
0.650110,0.017892,0.106634,0.014819,0.210545
0.132291,0.266779,0.026075,0.059745,0.515110
0.147154,0.723433,0.040933,0.073185,0.015296
0.032217,0.603642,0.251186,0.036721,0.076234
0.027974,0.033123,0.787741,0.141718,0.009444
0.030352,0.096459,0.598429,0.204602,0.070158
0.149862,0.054038,0.031681,0.174013,0.590405
0.017260,0.041882,0.884400,0.017808,0.038650
0.321702,0.075742,0.043410,0.051551,0.507594
0.004136,0.872431,0.064697,0.013548,0.045188
0.030985,0.110333,0.038665,0.661508,0.158509
0.019383,0.028037,0.508784,0.147478,0.296318
0.413741,0.061527,0.132240,0.328577,0.063916
0.307010,0.073925,0.396719,0.177857,0.044489
0.055874,0.622352,0.277451,0.030736,0.013586
0.074196,0.459583,0.176429,0.162217,0.127575
